idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,1,10.08,0,0,1,20
2,4,0,0,8.5,0,0,0,20
3,6,0,3,22.56,0,0,1,20
4,6,0,2,21.16,0,0,1,20
5,6,0,0,7.76,0,0,0,20
6,1,0,0,8.17,1,0,0,20
7,5,0,0,16.06,2,0,0,20
8,4,0,1,12.42,3,0,0,20
9,5,0,1,16.8,4,0,0,20
10,4,0,2,15.38,5,0,0,20
11,4,0,3,16.23,6,0,0,20
12,3,0,0,10.03,7,0,0,20
13,5,0,2,21.07,8,0,0,20
14,5,0,3,19.35,9,0,0,20
15,1,0,1,6.35,10,0,0,20
16,4,0,4,19.07,11,0,0,20
17,3,0,1,12.22,12,0,0,20
18,3,0,2,16.0,13,0,0,20
19,1,0,2,14.76,14,0,0,20
20,2,0,0,6.33,15,0,0,20
21,3,0,3,18.24,16,0,0,20
22,2,0,1,9.58,17,0,0,20
23,3,0,4,19.13,18,0,0,20
24,2,0,2,9.03,19,0,0,20
25,5,0,4,19.89,20,0,0,20
