idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,18.93,0,0,0,20
2,6,0,4,22.86,0,0,1,20
3,6,0,3,21.48,0,0,1,20
4,6,0,1,17.72,0,0,0,20
5,6,0,2,18.53,0,0,0,20
6,4,0,0,13.6,1,0,0,20
7,3,0,0,9.0,2,0,0,20
8,4,0,1,14.68,3,0,0,20
9,1,0,0,6.54,4,0,0,20
10,1,0,1,7.61,5,0,0,20
11,3,0,1,12.85,6,0,0,20
12,5,0,0,16.79,7,0,0,20
13,1,0,2,10.36,8,0,0,20
14,1,0,3,12.31,9,0,0,20
15,2,0,0,8.59,10,0,0,20
16,5,0,1,17.97,11,0,0,20
17,4,0,2,22.15,12,0,0,20
18,4,0,3,22.29,13,0,0,20
19,3,0,2,16.94,14,0,0,20
20,2,0,1,5.12,15,0,0,20
21,2,0,2,5.64,16,0,0,20
22,2,0,3,9.79,17,0,0,20
23,5,0,2,20.86,18,0,0,20
24,1,0,4,15.03,19,0,0,20
25,2,0,4,14.34,20,0,0,20
