idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,5.76,1,0,0,20
2,1,0,1,10.36,2,0,0,20
3,2,0,0,18.62,3,0,0,20
4,1,0,2,10.69,4,0,0,20
5,3,0,0,13.38,5,0,0,20
6,4,0,0,7.9,6,0,0,20
7,5,0,0,7.53,7,0,0,20
8,3,0,1,13.6,8,0,0,20
9,3,0,2,14.04,9,0,0,20
10,2,0,1,23.69,10,0,0,20
11,1,0,3,11.46,11,0,0,20
12,3,0,3,18.75,12,0,0,20
13,6,0,0,5.81,13,0,0,20
14,4,0,1,9.95,14,0,0,20
15,6,0,1,5.51,15,0,0,20
16,5,0,1,8.81,16,0,0,20
17,4,0,2,23.38,17,0,0,20
18,3,0,4,21.49,18,0,0,20
19,5,0,2,14.19,19,0,0,20
20,5,0,3,22.13,20,0,0,20
21,6,0,2,13.47,21,0,0,20
22,6,0,3,18.32,22,0,0,20
23,6,0,4,7.75,23,0,0,20
