idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,4,22.21,0,0,1,20
2,6,0,0,20.5,0,0,0,20
3,5,0,3,19.18,0,0,1,20
4,4,0,0,8.3,0,0,0,20
5,4,0,1,15.04,0,0,0,20
6,4,0,2,15.55,0,0,0,20
7,5,0,0,14.6,0,0,0,20
8,6,0,3,6.8,0,0,1,20
9,5,0,1,9.33,0,0,0,20
10,5,0,2,12.75,0,0,0,20
11,4,0,4,16.54,0,0,1,20
12,6,0,1,6.4,0,0,0,20
13,6,0,4,9.05,0,0,1,20
14,6,0,2,6.75,0,0,1,20
15,4,0,3,16.13,0,0,1,20
16,1,0,0,17.43,1,0,0,20
17,3,0,0,10.96,2,0,0,20
18,1,0,1,6.3,3,0,0,20
19,2,0,0,5.84,4,0,0,20
20,1,0,2,7.44,5,0,0,20
21,3,0,1,21.87,6,0,0,20
22,3,0,2,23.2,7,0,0,20
23,2,0,1,7.57,8,0,0,20
24,2,0,2,8.34,9,0,0,20
25,2,0,3,21.78,10,0,0,20
