idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,5.94,0,0,20,0,5.94
2,3,0,1,7.3,0,0,20,0,7.3
3,3,0,4,18.33,0,1,20,0,18.33
4,3,0,2,13.46,0,0,20,0,13.46
5,3,0,3,16.99,0,0,20,0,16.99
6,1,0,0,5.62,1,0,20,0,5.62
7,1,0,1,23.5,2,0,20,0,23.5
8,2,0,0,16.65,3,0,20,0,16.65
9,2,0,1,19.14,4,0,20,0,19.14
10,4,0,0,6.83,5,0,20,0,6.83
11,4,0,1,13.22,6,0,20,0,13.22
12,2,0,2,20.55,7,0,20,0,20.55
13,5,0,0,11.08,8,0,20,0,11.08
14,6,0,0,6.16,9,0,20,0,6.16
15,6,0,1,10.49,10,0,20,0,10.49
16,4,0,2,18.96,11,0,20,0,18.96
17,4,0,3,19.0,12,0,20,0,19.0
18,6,0,2,10.18,13,0,20,0,10.18
19,4,0,4,20.11,14,0,20,0,20.11
20,5,0,1,8.4,15,0,20,0,8.4
21,6,0,3,10.22,16,0,20,0,10.22
22,5,0,2,5.48,17,0,20,0,5.48
23,6,0,4,18.18,18,0,20,0,18.18
