idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,9.02,1,0,0,20
2,2,0,1,13.04,2,0,0,20
3,5,0,0,17.08,3,0,0,20
4,2,0,2,11.15,4,0,0,20
5,3,0,0,9.17,5,0,0,20
6,5,0,1,16.13,6,0,0,20
7,5,0,2,22.62,7,0,0,20
8,1,0,0,5.22,8,0,0,20
9,2,0,3,16.89,9,0,0,20
10,4,0,0,14.7,10,0,0,20
11,4,0,1,16.94,11,0,0,20
12,1,0,1,6.83,12,0,0,20
13,1,0,2,7.79,13,0,0,20
14,2,0,4,16.38,14,0,0,20
15,4,0,2,18.13,15,0,0,20
16,4,0,3,21.87,16,0,0,20
17,1,0,3,9.07,17,0,0,20
18,1,0,4,15.85,18,0,0,20
19,3,0,1,15.62,19,0,0,20
20,3,0,2,16.65,20,0,0,20
21,3,0,3,21.1,21,0,0,20
22,3,0,4,21.15,22,0,0,20
23,6,0,0,18.72,23,0,0,20
24,6,0,1,20.01,24,0,0,20
25,6,0,2,8.14,25,0,0,20
