idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,2,12.07,0,0,1,20
2,2,0,3,13.37,0,0,1,20
3,5,0,0,7.1,0,0,0,20
4,2,0,1,10.36,0,0,1,20
5,2,0,0,10.16,0,0,0,20
6,5,0,1,23.94,1,0,0,20
7,1,0,0,10.38,2,0,0,20
8,3,0,0,6.27,3,0,0,20
9,1,0,1,23.53,4,0,0,20
10,3,0,1,14.63,5,0,0,20
11,4,0,0,5.68,6,0,0,20
12,3,0,2,19.26,7,0,0,20
13,4,0,1,10.61,8,0,0,20
14,2,0,4,18.57,9,0,0,20
15,6,0,0,5.94,10,0,0,20
16,6,0,1,9.41,11,0,0,20
17,4,0,2,17.01,12,0,0,20
18,4,0,3,18.15,13,0,0,20
19,6,0,2,6.18,14,0,0,20
20,6,0,3,7.97,15,0,0,20
21,4,0,4,18.53,16,0,0,20
22,3,0,3,9.43,17,0,0,20
23,3,0,4,18.42,18,0,0,20
24,1,0,2,15.8,19,0,0,20
25,1,0,3,14.47,20,0,0,20
26,1,0,4,9.99,21,0,0,20
27,5,0,2,13.41,22,0,0,20
