idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,17.26,1,0,20,0,17.26
2,1,0,1,19.24,2,0,20,0,19.24
3,2,0,0,14.25,3,0,20,0,14.25
4,3,0,0,13.95,4,0,20,0,13.95
5,2,0,1,14.56,5,0,20,0,14.56
6,1,0,2,22.91,6,0,20,0,22.91
7,1,0,3,23.73,7,0,20,0,23.73
8,4,0,0,12.79,8,0,20,0,12.79
9,3,0,1,14.45,9,0,20,0,14.45
10,5,0,0,5.99,10,0,20,0,5.99
11,2,0,2,21.96,11,0,20,0,21.96
12,3,0,2,20.55,12,0,20,0,20.55
13,5,0,1,12.71,13,0,20,0,12.71
14,4,0,1,19.78,14,0,20,0,19.78
15,6,0,0,9.58,15,0,20,0,9.58
16,5,0,2,18.43,16,0,20,0,18.43
17,6,0,1,10.12,17,0,20,0,10.12
18,6,0,2,9.5,18,0,20,0,9.5
19,6,0,3,16.19,19,0,20,0,16.19
20,6,0,4,5.02,20,0,20,0,5.02
21,5,0,3,14.69,21,0,20,0,14.69
22,2,0,3,23.29,22,0,20,0,23.29
23,3,0,3,22.44,23,0,20,0,22.44
24,5,0,4,18.22,24,0,20,0,18.22
25,4,0,2,19.9,25,0,20,0,19.9
26,4,0,3,9.64,26,0,20,0,9.64
27,4,0,4,9.74,27,0,20,0,9.74
