idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,7.67,1,0,0,20
2,1,0,1,22.23,2,0,0,20
3,2,0,0,9.16,3,0,0,20
4,2,0,1,10.57,4,0,0,20
5,2,0,2,21.76,5,0,0,20
6,3,0,0,7.66,6,0,0,20
7,3,0,1,19.69,7,0,0,20
8,4,0,0,11.18,8,0,0,20
9,5,0,0,7.86,9,0,0,20
10,4,0,1,17.64,10,0,0,20
11,3,0,2,21.6,11,0,0,20
12,1,0,2,22.89,12,0,0,20
13,2,0,3,21.93,13,0,0,20
14,5,0,1,10.64,14,0,0,20
15,5,0,2,12.21,15,0,0,20
16,4,0,2,19.17,16,0,0,20
17,5,0,3,12.98,17,0,0,20
18,6,0,0,9.23,18,0,0,20
19,6,0,1,12.88,19,0,0,20
20,4,0,3,21.37,20,0,0,20
