idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,11.58,1,0,20,0,11.58
2,1,0,1,19.7,2,0,20,0,19.7
3,2,0,0,12.96,3,0,20,0,12.96
4,1,0,2,20.62,4,0,20,0,20.62
5,3,0,0,8.45,5,0,20,0,8.45
6,2,0,1,14.48,6,0,20,0,14.48
7,3,0,1,8.59,7,0,20,0,8.59
8,2,0,2,15.29,8,0,20,0,15.29
9,2,0,3,17.9,9,0,20,0,17.9
10,3,0,2,12.3,10,0,20,0,12.3
11,4,0,0,8.55,11,0,20,0,8.55
12,3,0,3,15.32,12,0,20,0,15.32
13,2,0,4,19.97,13,0,20,0,19.97
14,5,0,0,5.07,14,0,20,0,5.07
15,5,0,1,5.76,15,0,20,0,5.76
16,3,0,4,17.31,16,0,20,0,17.31
17,4,0,1,14.2,17,0,20,0,14.2
18,4,0,2,20.32,18,0,20,0,20.32
19,5,0,2,12.72,19,0,20,0,12.72
20,5,0,3,18.43,20,0,20,0,18.43
