idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,1,17.61,0,1,20,0,17.61
2,5,0,2,22.65,0,1,20,0,22.65
3,5,0,0,9.16,0,0,20,0,9.16
4,1,0,0,23.32,1,0,20,0,23.32
5,2,0,0,8.26,2,0,20,0,8.26
6,2,0,1,8.28,3,0,20,0,8.28
7,2,0,2,17.94,4,0,20,0,17.94
8,3,0,0,5.57,5,0,20,0,5.57
9,3,0,1,17.56,6,0,20,0,17.56
10,4,0,0,16.68,7,0,20,0,16.68
11,3,0,2,17.83,8,0,20,0,17.83
12,4,0,1,17.57,9,0,20,0,17.57
13,6,0,0,7.81,10,0,20,0,7.81
14,6,0,1,11.82,11,0,20,0,11.82
15,6,0,2,10.11,12,0,20,0,10.11
16,6,0,3,6.09,13,0,20,0,6.09
17,6,0,4,16.75,14,0,20,0,16.75
18,4,0,2,8.02,15,0,20,0,8.02
19,4,0,3,14.71,16,0,20,0,14.71
20,4,0,4,12.87,17,0,20,0,12.87
