idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,3,21.21,0,1,20,0,21.21
2,5,0,0,9.78,0,0,20,0,9.78
3,5,0,4,23.58,0,1,20,0,23.58
4,1,0,3,22.37,0,1,20,0,22.37
5,5,0,1,13.4,0,0,20,0,13.4
6,1,0,0,17.35,0,0,20,0,17.35
7,1,0,4,22.4,0,1,20,0,22.4
8,1,0,1,12.43,0,0,20,0,12.43
9,1,0,2,14.56,0,0,20,0,14.56
10,5,0,2,10.46,0,0,20,0,10.46
11,2,0,0,13.91,1,0,20,0,13.91
12,3,0,0,12.51,2,0,20,0,12.51
13,2,0,1,20.3,3,0,20,0,20.3
14,4,0,0,8.71,4,0,20,0,8.71
15,3,0,1,15.93,5,0,20,0,15.93
16,4,0,1,11.16,6,0,20,0,11.16
17,4,0,2,11.64,7,0,20,0,11.64
18,3,0,2,18.38,8,0,20,0,18.38
19,4,0,3,14.79,9,0,20,0,14.79
20,2,0,2,22.33,10,0,20,0,22.33
