idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,0,20.84,0,0,20,0,20.84
2,5,0,1,20.33,0,0,20,0,20.33
3,4,0,0,18.01,0,0,20,0,18.01
4,5,0,2,14.81,0,0,20,0,14.81
5,5,0,3,20.27,0,0,20,0,20.27
6,1,0,1,6.66,0,1,20,0,6.66
7,4,0,1,11.87,0,0,20,0,11.87
8,5,0,4,20.52,0,1,20,0,20.52
9,2,0,0,7.53,0,1,20,0,7.53
10,4,0,2,17.18,0,0,20,0,17.18
11,4,0,3,17.52,0,0,20,0,17.52
12,4,0,4,14.88,0,0,20,0,14.88
13,1,0,0,5.28,0,0,20,0,5.28
14,1,0,3,11.28,0,1,20,0,11.28
15,1,0,2,11.08,0,1,20,0,11.08
16,2,0,1,19.35,1,0,20,0,19.35
17,3,0,0,8.0,2,0,20,0,8.0
18,3,0,1,15.17,3,0,20,0,15.17
19,3,0,2,16.54,4,0,20,0,16.54
20,2,0,2,19.91,5,0,20,0,19.91
21,3,0,3,18.85,6,0,20,0,18.85
22,6,0,0,8.14,7,0,20,0,8.14
23,1,0,4,18.55,8,0,20,0,18.55
24,3,0,4,19.76,9,0,20,0,19.76
25,2,0,3,23.84,10,0,20,0,23.84
