idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,0,13.83,0,0,20,0,13.83
2,5,0,1,8.52,0,1,20,0,8.52
3,1,0,3,17.27,0,1,20,0,17.27
4,5,0,0,7.83,0,0,20,0,7.83
5,1,0,0,15.09,0,0,20,0,15.09
6,2,0,1,16.7,0,0,20,0,16.7
7,3,0,0,6.23,0,0,20,0,6.23
8,3,0,1,11.27,0,0,20,0,11.27
9,4,0,0,6.66,0,1,20,0,6.66
10,1,0,2,15.61,0,1,20,0,15.61
11,1,0,4,22.85,0,1,20,0,22.85
12,1,0,1,10.43,0,0,20,0,10.43
13,3,0,2,19.71,0,0,20,0,19.71
14,3,0,3,19.38,0,0,20,0,19.38
15,3,0,4,19.46,0,1,20,0,19.46
16,2,0,2,19.56,1,0,20,0,19.56
17,5,0,2,18.07,2,0,20,0,18.07
18,4,0,1,10.78,3,0,20,0,10.78
19,2,0,3,20.34,4,0,20,0,20.34
20,6,0,0,5.32,5,0,20,0,5.32
21,6,0,1,10.15,6,0,20,0,10.15
22,2,0,4,23.03,7,0,20,0,23.03
23,5,0,3,23.48,8,0,20,0,23.48
24,4,0,2,21.15,9,0,20,0,21.15
25,6,0,2,10.58,10,0,20,0,10.58
