idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,7.8,0,0,0,20
2,3,0,0,23.44,0,0,0,20
3,3,0,1,7.42,0,0,0,20
4,3,0,2,15.31,0,0,0,20
5,1,0,0,14.27,0,0,0,20
6,1,0,1,18.9,0,0,0,20
7,3,0,3,14.71,0,0,0,20
8,3,0,4,13.76,0,0,0,20
9,2,0,1,9.83,0,0,1,20
10,1,0,2,20.99,0,0,1,20
11,2,0,2,14.9,1,0,0,20
12,2,0,3,19.78,2,0,0,20
13,4,0,0,5.71,3,0,0,20
14,4,0,1,15.76,4,0,0,20
15,5,0,0,13.01,5,0,0,20
16,2,0,4,20.03,6,0,0,20
17,5,0,1,10.86,7,0,0,20
18,5,0,2,11.09,8,0,0,20
19,4,0,2,8.89,9,0,0,20
20,6,0,0,7.91,10,0,0,20
21,4,0,3,10.55,11,0,0,20
22,6,0,1,13.73,12,0,0,20
23,4,0,4,7.38,13,0,0,20
24,6,0,2,19.17,14,0,0,20
25,5,0,3,13.37,15,0,0,20
