idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,14.7,1,0,20,0,14.7
2,1,0,1,21.59,2,0,20,0,21.59
3,2,0,0,5.91,3,0,20,0,5.91
4,2,0,1,18.86,4,0,20,0,18.86
5,1,0,2,23.96,5,0,20,0,23.96
6,3,0,0,11.89,6,0,20,0,11.89
7,3,0,1,16.4,7,0,20,0,16.4
8,4,0,0,7.13,8,0,20,0,7.13
9,4,0,1,8.51,9,0,20,0,8.51
10,4,0,2,13.6,10,0,20,0,13.6
11,3,0,2,16.94,11,0,20,0,16.94
12,2,0,2,23.13,12,0,20,0,23.13
13,5,0,0,6.58,13,0,20,0,6.58
14,6,0,0,6.37,14,0,20,0,6.37
15,5,0,1,7.68,15,0,20,0,7.68
16,5,0,2,9.79,16,0,20,0,9.79
17,5,0,3,11.76,17,0,20,0,11.76
18,4,0,3,14.58,18,0,20,0,14.58
19,3,0,3,22.38,19,0,20,0,22.38
20,4,0,4,20.96,20,0,20,0,20.96
21,5,0,4,14.8,21,0,20,0,14.8
22,6,0,1,8.57,22,0,20,0,8.57
23,6,0,2,9.47,23,0,20,0,9.47
