idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,21.61,1,0,0,20
2,3,0,0,8.45,2,0,0,20
3,1,0,1,6.92,3,0,0,20
4,6,0,0,20.58,4,0,0,20
5,1,0,2,9.48,5,0,0,20
6,1,0,3,20.05,6,0,0,20
7,5,0,0,17.69,7,0,0,20
8,1,0,4,16.17,8,0,0,20
9,5,0,1,19.9,9,0,0,20
10,6,0,1,21.36,10,0,0,20
11,3,0,1,17.13,11,0,0,20
12,2,0,0,8.96,12,0,0,20
13,4,0,0,13.66,13,0,0,20
14,2,0,1,10.76,14,0,0,20
15,2,0,2,10.93,15,0,0,20
16,2,0,3,13.42,16,0,0,20
17,6,0,2,23.71,17,0,0,20
18,2,0,4,5.35,18,0,0,20
19,3,0,2,19.25,19,0,0,20
20,4,0,1,16.9,20,0,0,20
21,3,0,3,17.88,21,0,0,20
22,5,0,2,23.33,22,0,0,20
23,4,0,2,14.54,23,0,0,20
24,4,0,3,17.72,24,0,0,20
25,4,0,4,5.13,25,0,0,20
