idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,7.23,0,0,20,0,7.23
2,3,0,0,8.75,0,0,20,0,8.75
3,1,0,2,17.12,0,1,20,0,17.12
4,3,0,1,23.37,0,0,20,0,23.37
5,3,0,2,22.48,0,0,20,0,22.48
6,2,0,2,16.85,0,1,20,0,16.85
7,2,0,0,18.25,0,0,20,0,18.25
8,6,0,1,8.73,0,1,20,0,8.73
9,3,0,3,12.9,0,0,20,0,12.9
10,2,0,1,15.75,0,0,20,0,15.75
11,3,0,4,11.59,0,0,20,0,11.59
12,1,0,4,23.38,0,1,20,0,23.38
13,1,0,0,10.01,0,0,20,0,10.01
14,1,0,1,9.65,0,0,20,0,9.65
15,1,0,3,19.43,0,2,20,0,19.43
16,2,0,3,22.64,1,0,20,0,22.64
17,4,0,0,15.68,2,0,20,0,15.68
18,5,0,0,10.52,3,0,20,0,10.52
19,4,0,1,21.59,4,0,20,0,21.59
20,4,0,2,22.05,5,0,20,0,22.05
21,5,0,1,17.74,6,0,20,0,17.74
22,6,0,2,14.43,7,0,20,0,14.43
23,5,0,2,22.04,8,0,20,0,22.04
24,6,0,3,12.1,9,0,20,0,12.1
25,6,0,4,10.37,10,0,20,0,10.37
26,5,0,3,19.08,11,0,20,0,19.08
27,5,0,4,10.51,12,0,20,0,10.51
