idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,0,7.32,0,0,20,0,7.32
2,2,0,1,20.74,0,1,20,0,20.74
3,3,0,4,14.85,0,1,20,0,14.85
4,3,0,0,8.95,0,0,20,0,8.95
5,3,0,1,10.83,0,1,20,0,10.83
6,3,0,3,12.22,0,1,20,0,12.22
7,3,0,2,11.89,0,1,20,0,11.89
8,1,0,0,6.14,1,0,20,0,6.14
9,4,0,0,5.34,2,0,20,0,5.34
10,1,0,1,17.03,3,0,20,0,17.03
11,2,0,2,22.77,4,0,20,0,22.77
12,1,0,2,17.84,5,0,20,0,17.84
13,2,0,3,23.52,6,0,20,0,23.52
14,4,0,1,7.76,7,0,20,0,7.76
15,2,0,4,23.64,8,0,20,0,23.64
16,1,0,3,23.42,9,0,20,0,23.42
17,4,0,2,14.64,10,0,20,0,14.64
18,4,0,3,15.93,11,0,20,0,15.93
19,5,0,0,11.34,12,0,20,0,11.34
20,6,0,0,9.53,13,0,20,0,9.53
21,4,0,4,19.12,14,0,20,0,19.12
22,6,0,1,6.6,15,0,20,0,6.6
23,5,0,1,15.03,16,0,20,0,15.03
24,5,0,2,21.23,17,0,20,0,21.23
25,6,0,2,11.83,18,0,20,0,11.83
