idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,6.86,1,0,0,20
2,4,0,0,13.47,2,0,0,20
3,4,0,1,14.66,3,0,0,20
4,1,0,1,12.21,4,0,0,20
5,4,0,2,17.45,5,0,0,20
6,4,0,3,20.9,6,0,0,20
7,4,0,4,22.72,7,0,0,20
8,1,0,2,12.87,8,0,0,20
9,1,0,3,12.53,9,0,0,20
10,5,0,0,15.63,10,0,0,20
11,5,0,1,17.26,11,0,0,20
12,3,0,0,9.89,12,0,0,20
13,6,0,0,18.8,13,0,0,20
14,1,0,4,15.12,14,0,0,20
15,3,0,1,14.12,15,0,0,20
16,2,0,0,6.9,16,0,0,20
17,2,0,1,11.74,17,0,0,20
18,2,0,2,10.96,18,0,0,20
19,5,0,2,20.71,19,0,0,20
20,2,0,3,7.14,20,0,0,20
21,6,0,1,21.21,21,0,0,20
22,2,0,4,5.08,22,0,0,20
23,5,0,3,21.33,23,0,0,20
24,3,0,2,18.0,24,0,0,20
25,3,0,3,19.57,25,0,0,20
26,3,0,4,11.85,26,0,0,20
27,6,0,2,20.98,27,0,0,20
