idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,3,19.69,0,0,1,20
2,3,0,1,14.93,0,0,1,20
3,2,0,0,23.33,0,0,0,20
4,3,0,0,8.94,0,0,0,20
5,2,0,1,16.79,0,0,0,20
6,3,0,2,15.95,0,0,1,20
7,2,0,2,17.45,0,0,0,20
8,2,0,4,23.77,1,0,0,20
9,4,0,0,11.95,2,0,0,20
10,3,0,3,20.37,3,0,0,20
11,4,0,1,15.74,4,0,0,20
12,4,0,2,18.74,5,0,0,20
13,5,0,0,13.61,6,0,0,20
14,1,0,0,11.83,7,0,0,20
15,1,0,1,6.88,8,0,0,20
16,1,0,2,5.18,9,0,0,20
17,5,0,1,14.11,10,0,0,20
18,6,0,0,13.04,11,0,0,20
19,4,0,3,12.93,12,0,0,20
20,3,0,4,23.45,13,0,0,20
21,1,0,3,12.21,14,0,0,20
22,1,0,4,10.31,15,0,0,20
23,4,0,4,8.02,16,0,0,20
24,5,0,2,16.33,17,0,0,20
25,6,0,1,6.25,18,0,0,20
