idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,2,15.02,0,1,20,0,15.02
2,5,0,0,22.71,0,0,20,0,22.71
3,1,0,1,11.04,0,1,20,0,11.04
4,6,0,0,9.96,0,0,20,0,9.96
5,5,0,1,18.86,0,0,20,0,18.86
6,5,0,2,19.14,0,1,20,0,19.14
7,5,0,4,20.26,0,1,20,0,20.26
8,1,0,0,9.88,0,0,20,0,9.88
9,5,0,3,19.34,0,1,20,0,19.34
10,1,0,3,23.07,0,1,20,0,23.07
11,2,0,0,6.84,1,0,20,0,6.84
12,6,0,1,13.87,2,0,20,0,13.87
13,2,0,1,12.9,3,0,20,0,12.9
14,3,0,0,8.64,4,0,20,0,8.64
15,6,0,2,14.99,5,0,20,0,14.99
16,6,0,3,17.34,6,0,20,0,17.34
17,6,0,4,23.27,7,0,20,0,23.27
18,3,0,1,11.24,8,0,20,0,11.24
19,2,0,2,18.45,9,0,20,0,18.45
20,4,0,0,6.81,10,0,20,0,6.81
21,3,0,2,12.44,11,0,20,0,12.44
22,4,0,1,11.29,12,0,20,0,11.29
23,2,0,3,21.35,13,0,20,0,21.35
24,3,0,3,17.4,14,0,20,0,17.4
25,4,0,2,11.51,15,0,20,0,11.51
