idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,0,13.77,0,0,20,0,13.77
2,5,0,4,16.49,0,1,20,0,16.49
3,5,0,3,16.29,0,1,20,0,16.29
4,5,0,1,7.43,0,0,20,0,7.43
5,5,0,2,11.69,0,1,20,0,11.69
6,1,0,0,15.79,1,0,20,0,15.79
7,1,0,1,16.95,2,0,20,0,16.95
8,2,0,0,23.16,3,0,20,0,23.16
9,1,0,2,17.91,4,0,20,0,17.91
10,3,0,0,19.76,5,0,20,0,19.76
11,3,0,1,21.81,6,0,20,0,21.81
12,4,0,0,16.24,7,0,20,0,16.24
13,4,0,1,18.64,8,0,20,0,18.64
14,6,0,0,17.85,9,0,20,0,17.85
15,6,0,1,16.63,10,0,20,0,16.63
16,4,0,2,18.91,11,0,20,0,18.91
17,6,0,2,15.67,12,0,20,0,15.67
18,6,0,3,5.68,13,0,20,0,5.68
19,6,0,4,16.38,14,0,20,0,16.38
20,4,0,3,10.03,15,0,20,0,10.03
