idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,3,17.04,0,0,1,20
2,4,0,0,5.12,0,0,0,20
3,4,0,1,21.1,0,0,1,20
4,1,0,0,6.08,0,0,0,20
5,1,0,2,9.65,0,0,1,20
6,1,0,4,18.17,0,0,1,20
7,1,0,1,6.59,0,0,1,20
8,2,0,0,19.49,1,0,0,20
9,6,0,0,16.23,2,0,0,20
10,5,0,0,13.56,3,0,0,20
11,5,0,1,16.42,4,0,0,20
12,6,0,1,16.25,5,0,0,20
13,4,0,2,21.23,6,0,0,20
14,3,0,0,9.2,7,0,0,20
15,3,0,1,8.58,8,0,0,20
16,3,0,2,10.77,9,0,0,20
17,2,0,1,6.18,10,0,0,20
18,3,0,3,10.91,11,0,0,20
19,2,0,2,7.98,12,0,0,20
20,3,0,4,13.24,13,0,0,20
21,2,0,3,12.15,14,0,0,20
22,4,0,3,21.61,15,0,0,20
23,2,0,4,9.65,16,0,0,20
