idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,4,16.13,0,0,1,20
2,5,0,0,13.66,0,0,0,20
3,5,0,1,21.42,0,0,0,20
4,4,0,4,19.28,0,0,1,20
5,5,0,2,22.31,0,0,0,20
6,2,0,0,18.09,0,0,0,20
7,2,0,3,15.01,0,0,1,20
8,4,0,0,21.17,0,0,0,20
9,2,0,1,23.79,0,0,0,20
10,2,0,2,12.96,0,0,0,20
11,4,0,1,15.38,0,0,0,20
12,4,0,2,10.15,0,0,0,20
13,1,0,0,9.01,0,0,1,20
14,5,0,3,22.63,0,0,2,20
15,4,0,3,11.52,0,0,1,20
16,1,0,1,12.96,1,0,0,20
17,1,0,2,19.6,2,0,0,20
18,6,0,0,14.75,3,0,0,20
19,6,0,1,17.63,4,0,0,20
20,3,0,0,13.68,5,0,0,20
21,3,0,1,14.7,6,0,0,20
22,3,0,2,5.22,7,0,0,20
23,3,0,3,11.94,8,0,0,20
24,1,0,3,21.26,9,0,0,20
25,6,0,2,20.78,10,0,0,20
