idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,2,21.87,0,0,1,20
2,3,0,2,21.52,0,0,1,20
3,3,0,0,18.94,0,0,0,20
4,2,0,3,22.31,0,0,1,20
5,3,0,1,14.04,0,0,0,20
6,5,0,0,6.65,0,0,0,20
7,2,0,0,21.15,0,0,0,20
8,5,0,1,10.73,0,0,0,20
9,2,0,1,21.04,0,0,0,20
10,2,0,4,22.54,0,0,1,20
11,3,0,3,21.85,1,0,0,20
12,1,0,0,8.3,2,0,0,20
13,1,0,1,8.97,3,0,0,20
14,3,0,4,23.86,4,0,0,20
15,4,0,0,5.88,5,0,0,20
16,5,0,2,21.7,6,0,0,20
17,4,0,1,15.91,7,0,0,20
18,6,0,0,21.43,8,0,0,20
19,4,0,2,19.36,9,0,0,20
20,1,0,2,13.42,10,0,0,20
21,1,0,3,13.56,11,0,0,20
22,4,0,3,23.61,12,0,0,20
23,1,0,4,13.04,13,0,0,20
