idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,1,10.5,0,0,1,20
2,1,0,3,20.87,0,0,1,20
3,1,0,2,9.18,0,0,1,20
4,1,0,0,7.85,0,0,0,20
5,1,0,4,23.13,0,0,1,20
6,1,0,1,5.87,0,0,0,20
7,2,0,4,16.86,0,0,1,20
8,2,0,0,5.56,0,0,1,20
9,2,0,2,11.94,0,0,1,20
10,2,0,3,12.72,0,0,1,20
11,5,0,0,18.32,1,0,0,20
12,3,0,0,6.94,2,0,0,20
13,3,0,1,10.15,3,0,0,20
14,5,0,1,19.38,4,0,0,20
15,3,0,2,19.65,5,0,0,20
16,3,0,3,21.7,6,0,0,20
17,4,0,0,5.8,7,0,0,20
18,6,0,0,23.54,8,0,0,20
19,4,0,1,15.8,9,0,0,20
20,4,0,2,5.58,10,0,0,20
