idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,18.45,0,0,0,20
2,6,0,2,16.2,0,0,1,20
3,6,0,0,13.8,0,0,0,20
4,5,0,0,22.17,0,0,0,20
5,1,0,0,10.92,0,0,0,20
6,3,0,1,22.78,0,0,0,20
7,5,0,4,6.72,0,0,1,20
8,3,0,3,23.66,0,0,1,20
9,5,0,1,18.82,0,0,0,20
10,5,0,2,5.52,0,0,0,20
11,1,0,1,13.97,0,0,0,20
12,4,0,0,5.46,0,0,1,20
13,6,0,1,14.38,0,0,1,20
14,5,0,3,5.88,0,0,1,20
15,3,0,2,22.99,0,0,1,20
16,1,0,2,14.77,1,0,0,20
17,6,0,3,21.65,2,0,0,20
18,4,0,1,9.17,3,0,0,20
19,1,0,3,17.67,4,0,0,20
20,1,0,4,18.33,5,0,0,20
21,4,0,2,21.22,6,0,0,20
22,2,0,0,16.15,7,0,0,20
23,2,0,1,8.27,8,0,0,20
24,2,0,2,6.71,9,0,0,20
25,6,0,4,23.45,10,0,0,20
26,4,0,3,23.31,11,0,0,20
27,2,0,3,11.28,12,0,0,20
