idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,16.32,0,0,20,0,16.32
2,4,0,1,6.56,0,0,20,0,6.56
3,3,0,0,17.55,0,0,20,0,17.55
4,1,0,2,19.45,0,1,20,0,19.45
5,4,0,2,6.58,0,0,20,0,6.58
6,2,0,0,7.03,0,0,20,0,7.03
7,4,0,3,8.22,0,0,20,0,8.22
8,3,0,1,19.63,0,0,20,0,19.63
9,3,0,2,21.13,0,0,20,0,21.13
10,1,0,0,5.89,0,0,20,0,5.89
11,3,0,3,19.44,0,0,20,0,19.44
12,3,0,4,14.07,0,0,20,0,14.07
13,2,0,1,5.34,0,0,20,0,5.34
14,4,0,4,9.04,0,1,20,0,9.04
15,1,0,1,16.52,0,1,20,0,16.52
16,2,0,2,6.02,1,0,20,0,6.02
17,2,0,3,8.6,2,0,20,0,8.6
18,2,0,4,18.5,3,0,20,0,18.5
19,1,0,3,23.83,4,0,20,0,23.83
20,5,0,0,21.13,5,0,20,0,21.13
21,6,0,0,6.15,6,0,20,0,6.15
22,6,0,1,6.41,7,0,20,0,6.41
23,6,0,2,17.1,8,0,20,0,17.1
