idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,18.2,0,0,20,0,18.2
2,4,0,0,13.02,0,0,20,0,13.02
3,4,0,2,15.31,0,1,20,0,15.31
4,6,0,1,19.61,0,0,20,0,19.61
5,4,0,1,13.98,0,0,20,0,13.98
6,1,0,0,21.06,1,0,20,0,21.06
7,1,0,1,22.0,2,0,20,0,22.0
8,2,0,0,12.24,3,0,20,0,12.24
9,2,0,1,20.19,4,0,20,0,20.19
10,3,0,0,10.82,5,0,20,0,10.82
11,3,0,1,15.74,6,0,20,0,15.74
12,3,0,2,19.29,7,0,20,0,19.29
13,4,0,3,17.42,8,0,20,0,17.42
14,1,0,2,22.52,9,0,20,0,22.52
15,3,0,3,19.8,10,0,20,0,19.8
16,4,0,4,18.79,11,0,20,0,18.79
17,1,0,3,22.69,12,0,20,0,22.69
18,2,0,2,21.54,13,0,20,0,21.54
19,1,0,4,23.04,14,0,20,0,23.04
20,5,0,0,11.12,15,0,20,0,11.12
