idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,1,22.05,0,0,1,20
2,3,0,0,15.98,0,0,0,20
3,1,0,0,5.3,0,0,1,20
4,3,0,3,12.66,0,0,1,20
5,3,0,4,14.25,0,0,1,20
6,3,0,1,9.23,0,0,0,20
7,3,0,2,10.79,0,0,1,20
8,2,0,0,18.38,1,0,0,20
9,4,0,0,14.37,2,0,0,20
10,4,0,1,12.51,3,0,0,20
11,5,0,0,12.29,4,0,0,20
12,2,0,1,7.87,5,0,0,20
13,2,0,2,10.92,6,0,0,20
14,6,0,0,6.35,7,0,0,20
15,6,0,1,9.64,8,0,0,20
16,2,0,3,10.28,9,0,0,20
17,5,0,1,16.79,10,0,0,20
18,4,0,2,16.31,11,0,0,20
19,5,0,2,21.16,12,0,0,20
20,2,0,4,12.48,13,0,0,20
