idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,8.41,0,0,0,20
2,5,0,1,23.16,0,0,1,20
3,1,0,2,15.94,0,0,1,20
4,1,0,3,16.34,0,0,1,20
5,5,0,0,7.62,0,0,0,20
6,1,0,1,8.53,0,0,1,20
7,1,0,4,20.72,0,0,1,20
8,2,0,0,6.04,1,0,0,20
9,2,0,1,15.35,2,0,0,20
10,6,0,0,22.01,3,0,0,20
11,4,0,0,12.5,4,0,0,20
12,4,0,1,12.66,5,0,0,20
13,6,0,1,23.15,6,0,0,20
14,2,0,2,20.06,7,0,0,20
15,4,0,2,22.55,8,0,0,20
16,3,0,0,6.62,9,0,0,20
17,4,0,3,21.6,10,0,0,20
18,3,0,1,16.22,11,0,0,20
19,3,0,2,9.1,12,0,0,20
20,4,0,4,23.12,13,0,0,20
21,3,0,3,18.78,14,0,0,20
22,3,0,4,5.87,15,0,0,20
23,2,0,3,11.54,16,0,0,20
