idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,2,11.49,0,1,20,0,11.49
2,6,0,0,18.82,0,0,20,0,18.82
3,5,0,3,12.33,0,1,20,0,12.33
4,5,0,4,18.43,0,1,20,0,18.43
5,5,0,0,5.66,0,0,20,0,5.66
6,5,0,1,10.86,0,1,20,0,10.86
7,6,0,1,19.0,0,0,20,0,19.0
8,1,0,0,13.19,1,0,20,0,13.19
9,6,0,2,22.91,2,0,20,0,22.91
10,2,0,0,8.96,3,0,20,0,8.96
11,1,0,1,22.12,4,0,20,0,22.12
12,2,0,1,11.8,5,0,20,0,11.8
13,6,0,3,23.82,6,0,20,0,23.82
14,2,0,2,18.46,7,0,20,0,18.46
15,1,0,2,22.16,8,0,20,0,22.16
16,3,0,0,9.11,9,0,20,0,9.11
17,4,0,0,7.3,10,0,20,0,7.3
18,3,0,1,12.52,11,0,20,0,12.52
19,4,0,1,6.03,12,0,20,0,6.03
20,3,0,2,15.48,13,0,20,0,15.48
