idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,0,5.38,0,0,20,0,5.38
2,1,0,1,14.59,0,1,20,0,14.59
3,1,0,3,22.69,0,1,20,0,22.69
4,1,0,0,6.75,0,1,20,0,6.75
5,1,0,2,21.71,0,2,20,0,21.71
6,2,0,1,13.57,0,1,20,0,13.57
7,2,0,0,13.32,0,0,20,0,13.32
8,2,0,2,14.4,1,0,20,0,14.4
9,2,0,3,14.83,2,0,20,0,14.83
10,5,0,1,14.63,3,0,20,0,14.63
11,3,0,0,5.69,4,0,20,0,5.69
12,2,0,4,16.42,5,0,20,0,16.42
13,3,0,1,18.93,6,0,20,0,18.93
14,3,0,2,22.02,7,0,20,0,22.02
15,1,0,4,23.71,8,0,20,0,23.71
16,4,0,0,15.75,9,0,20,0,15.75
17,4,0,1,21.84,10,0,20,0,21.84
18,5,0,2,19.28,11,0,20,0,19.28
19,6,0,0,19.17,12,0,20,0,19.17
20,6,0,1,17.99,13,0,20,0,17.99
21,6,0,2,12.2,14,0,20,0,12.2
22,6,0,3,9.34,15,0,20,0,9.34
23,5,0,3,20.15,16,0,20,0,20.15
24,6,0,4,5.05,17,0,20,0,5.05
25,5,0,4,17.28,18,0,20,0,17.28
26,4,0,2,11.75,19,0,20,0,11.75
27,4,0,3,20.22,20,0,20,0,20.22
